nid,company_uid,title,date,Salary,City,jobtype,experience,preferred_gender,preferred_nationality,preferred_languages
4122,76910,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",12/15/2019,1900,Dubai - United Arab Emirates,fulltime,,Male/Female,,English
4121,176566,"Host/Hostess - relocation to Dubai, United Arab Emirates",12/15/2019,700,Dubai - United Arab Emirates,fulltime,,Female,,English
4120,123332,"Social Media Expert - relocation to Dubai, United Arab Emirates",12/15/2019,2000,Dubai - United Arab Emirates,parttime,,Female,,"English, Russian"
4119,197033,"Host/Hostess - relocation to Dubai, United Arab Emirates",12/13/2019,1200,Dubai - United Arab Emirates,fulltime,2 years,Female,,"Arabic, English"
4118,156097,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",12/12/2019,0,Dubai - United Arab Emirates,fulltime,2 years,,,
4117,187209,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",12/12/2019,1500,Dubai - United Arab Emirates,fulltime,,,,English
4116,187209,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",12/12/2019,1500,dubai,fulltime,,,,English
4114,138740,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",12/11/2019,1300,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,English
4113,187209,"Host/Hostess - relocation to Dubai, United Arab Emirates",12/11/2019,1500,Dubai - United Arab Emirates,fulltime,,,,English
4112,196675,"Guest Relations Manager - relocation to Dubai, United Arab Emirates",12/10/2019,1000,Bur Dubai ,fulltime,2 years,Female,,"Arabic, English"
4111,90463,"Marketing Coordinator - relocation to Dubai, United Arab Emirates",12/10/2019,1700,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,English
4110,196579,"Assistant Restaurant Manager - relocation to Dubai, United Arab Emirates",12/10/2019,1400,Abu Dhabi - United Arab Emirates,fulltime,,,,
4109,167550,"Spa Therapist - relocation to Dubai, United Arab Emirates",12/10/2019,600,Dubai - United Arab Emirates,fulltime,2 years,Female,,
4108,196328,"Promoter - relocation to Dubai, United Arab Emirates",12/9/2019,1100,Dubai - United Arab Emirates,fulltime,,Female,,English
4106,196138,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",12/8/2019,800,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,
4104,196138,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",12/8/2019,800,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,English
4102,196035,"Personal Assistant - relocation to Dubai, United Arab Emirates",12/7/2019,4000,Dubai - United Arab Emirates,fulltime,,Female,,English
4100,76910,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",12/5/2019,1200,Dubai - United Arab Emirates,fulltime,3 years,,,English
4099,76910,"Assistant General Manager - relocation to Dubai, United Arab Emirates",12/5/2019,3000,dubai,fulltime,3 years,,,English
4098,76910,"General Manager - relocation to Dubai, United Arab Emirates",12/5/2019,4000,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,English
4096,190886,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",12/2/2019,1230,Dubai - United Arab Emirates,fulltime,3 years,,,
4095,96983,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",12/2/2019,1700,Dubai - United Arab Emirates,fulltime, 4 years,Female,,
4094,193622,"Runner / Commis - relocation to Dubai, United Arab Emirates",12/2/2019,800,Dubai - United Arab Emirates,fulltime,,Male/Female,,English
4093,195163,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",12/1/2019,0,"Ibiza, Spain",both,,,,"English, Spanish"
4092,195163,"Runner / Commis - relocation to Dubai, United Arab Emirates",12/1/2019,0,"Ibiza, Spain",both,,,,
4091,96983,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/30/2019,1700,Dubai - United Arab Emirates,fulltime, 4 years,Female,,English
4089,190886,"Personal Assistant - relocation to Dubai, United Arab Emirates",11/29/2019,2000,Dubai - United Arab Emirates,fulltime,,Female,,
4088,194569,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/28/2019,800,Dubai - United Arab Emirates,fulltime,,Female,,
4087,194569,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/28/2019,800,Dubai - United Arab Emirates,fulltime,,Male/Female,,"Arabic, English, French, Russian, Ukrainian"
4086,194569,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/28/2019,800,Dubai - United Arab Emirates,fulltime,,Female,,"Arabic, English, French, Russian, Ukrainian"
4085,104747,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/28/2019,1500,Dubai - United Arab Emirates,fulltime,1 year,Female,,
4084,194421,"Personal Assistant - relocation to Dubai, United Arab Emirates",11/27/2019,1500,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
4074,176566,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/25/2019,600,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
4073,176566,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/25/2019,700,Dubai,fulltime,2 years,Female,,English
4072,193910,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/25/2019,700,"Doha, Qatar",fulltime,1 year,,,English
4071,193622,"Sales - relocation to Dubai, United Arab Emirates",11/24/2019,850,Dubai,both,,Female,,English
4070,193622,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",11/24/2019,0,Dubai - United Arab Emirates,fulltime,,,,
4069,193622,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/24/2019,1500,Dubai - United Arab Emirates,fulltime,,Female,,English
4068,193622,"Runner / Commis - relocation to Dubai, United Arab Emirates",11/24/2019,815,Dubai - United Arab Emirates,fulltime,,,,English
4067,190886,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/23/2019,1650,Dubai - United Arab Emirates,fulltime,3 years,Female,,
4066,190886,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",11/23/2019,1900,Bluewaters by Meraas - Dubai - United Arab Emirates,fulltime,3 years,,,"Arabic, English, Spanish"
4065,90463,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/23/2019,1900,Dubai - United Arab Emirates,fulltime,5+ years,Female,,English
4064,193260,"Customer Service - relocation to Dubai, United Arab Emirates",11/23/2019,2500,Dubai - United Arab Emirates,fulltime,,Female,,
4061,96983,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",11/22/2019,1900,Dubai,fulltime,2 years,,,
4060,193158,"Sales - relocation to Dubai, United Arab Emirates",11/22/2019,4000,"Barcelona, Spain",both,,Male/Female,,Swedish
4058,141250,"Operations Manager - relocation to Dubai, United Arab Emirates",11/21/2019,900,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"Arabic, English"
4052,179939,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/20/2019,675,Oman,fulltime,,,,
4044,192291,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/18/2019,1000,Abu Dhabi - United Arab Emirates,fulltime,,Female,,
4041,187209,"Chef - relocation to Dubai, United Arab Emirates",11/17/2019,3500,Dubai - United Arab Emirates,fulltime,2 years,,,English
4040,192178,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/17/2019,0,"Barcelona, Spain",both,1 year,Female,,"English, Spanish"
4038,189791,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",11/17/2019,1000,Abu Dhabi - United Arab Emirates,fulltime,2 years,,,
4037,192088,"Cocktail Waiter/Waitress - relocation to Dubai, United Arab Emirates",11/17/2019,800,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
4036,153959,"Restaurant Manager - relocation to Dubai, United Arab Emirates",11/16/2019,2150,Dubai - United Arab Emirates,fulltime,3 years,,,
4035,191942,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/16/2019,700,"Kyrenia, Cyprus ",fulltime,1 year,Female,,English
4034,90676,"Fitness Trainer - relocation to Dubai, United Arab Emirates",11/15/2019,4000,"Doha, Qatar",fulltime,5+ years,Female,,
4032,179939,"Administrations - relocation to Dubai, United Arab Emirates",11/14/2019,950,Dubai - United Arab Emirates,fulltime,,Female,,
4030,189104,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",11/13/2019,2050,Dubai - United Arab Emirates,fulltime,,,,
4029,189104,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/13/2019,1900,Dubai - United Arab Emirates,fulltime,,,,
4028,189104,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",11/13/2019,2050,Dubai - United Arab Emirates,fulltime, 4 years,,,
4027,189104,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/13/2019,1500,Dubai - United Arab Emirates,fulltime,2 years,,,
4025,82733,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",11/13/2019,900,Dubai,both,,Female,,
4024,191247,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/12/2019,820,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
4023,98798,"Personal Assistant - relocation to Dubai, United Arab Emirates",11/12/2019,4000,Dubai - United Arab Emirates,fulltime,2 years,Female,,"Arabic, English"
4022,98798,"Sales - relocation to Dubai, United Arab Emirates",11/12/2019,5000,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,"Arabic, English"
4021,191046,"Floor Supervisor - relocation to Dubai, United Arab Emirates",11/12/2019,1600,Dubai - United Arab Emirates,fulltime,3 years,,,"Bosnian, Croatian, English, Macedonian, Serbian"
4019,31887,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/11/2019,1800,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
4018,31887,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",11/11/2019,1800,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
4017,31887,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/11/2019,1800,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
4015,189427,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/11/2019,1362,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,"Arabic, English"
4013,31896,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/10/2019,400,"London, UK",both,,,,
4012,189791,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/10/2019,1000,"Manama, Bahrain",fulltime,1 year,Female,,"Arabic, Greek"
4011,190553,"Model - relocation to Dubai, United Arab Emirates",11/9/2019,0,"Barcelona, Spain",parttime,,Female,,"English, Spanish"
4010,190553,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/9/2019,0,"Barcelona, Spain",parttime,1 year,Female,,"English, Spanish"
4009,148264,"Brand ambassador - relocation to Dubai, United Arab Emirates",11/9/2019,0,"Barcelona, Spain",both,,Male/Female,,"English, Spanish"
4008,190579,"Cocktail Waiter/Waitress - relocation to Dubai, United Arab Emirates",11/9/2019,2000,Dubai - United Arab Emirates,fulltime,,Female,,"English, Hindi"
4007,90463,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/7/2019,1500,Dubai - United Arab Emirates,fulltime, 4 years,Male/Female,,
4006,106948,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/7/2019,2000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
4005,190119,"Sales Manager - relocation to Dubai, United Arab Emirates",11/6/2019,0,Dubai - United Arab Emirates,fulltime,5+ years,Female,,
4004,70828,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/6/2019,1700,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,English
4003,189977,"Real Estate Agent - relocation to Dubai, United Arab Emirates",11/6/2019,1000,Dubai - United Arab Emirates,fulltime,,,,English
4002,77919,"Personal Assistant - relocation to Dubai, United Arab Emirates",11/5/2019,5000,Dubai - United Arab Emirates,fulltime,5+ years,Female,,"Arabic, French"
4001,31887,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/5/2019,130,Dubai - United Arab Emirates,parttime,,Female,,
4000,31887,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/5/2019,130,Dubai - United Arab Emirates,parttime,,Female,,Italian
3999,138740,"Barista - relocation to Dubai, United Arab Emirates",11/5/2019,1200,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3998,138740,"HR coordinator - relocation to Dubai, United Arab Emirates",11/5/2019,1200,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
3997,138740,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/5/2019,1200,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,English
3996,179939,"HR coordinator - relocation to Dubai, United Arab Emirates",11/4/2019,817,Dubai - United Arab Emirates,fulltime,,,,
3995,183160,"Entertainment Director - relocation to Dubai, United Arab Emirates",11/4/2019,3500,Dubai - United Arab Emirates,fulltime,,,,
3994,123558,"Host/Hostess - relocation to Dubai, United Arab Emirates",11/4/2019,1000,Dubai - United Arab Emirates,fulltime,2 years,Female,,"Arabic, English"
3993,189427,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/4/2019,1362,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,"Arabic, English"
3992,123558,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/3/2019,1000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"Arabic, English"
3991,123558,"Floor Supervisor - relocation to Dubai, United Arab Emirates",11/3/2019,1700,Dubai - United Arab Emirates,fulltime,2 years,Female,,"Arabic, English"
3990,123558,"Barista - relocation to Dubai, United Arab Emirates",11/3/2019,1000,Dubai ,fulltime,2 years,Male/Female,,English
3989,189115,"Floor Manager - relocation to Dubai, United Arab Emirates",11/3/2019,1200,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3988,189115,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/3/2019,800,Dubai - United Arab Emirates,fulltime,,Male/Female,,English
3987,174212,"Assistant Restaurant Manager - relocation to Dubai, United Arab Emirates",11/3/2019,2000,Dubai,fulltime,,,,
3986,81823,"Marketing Coordinator - relocation to Dubai, United Arab Emirates",11/2/2019,1500,Dubai - United Arab Emirates,both,2 years,Female,,English
3985,90676,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",11/1/2019,950,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
3984,173788,"Personal Assistant - relocation to Dubai, United Arab Emirates",11/1/2019,2000,Dubai - United Arab Emirates,fulltime, 4 years,Female,,
3983,173788,"Real Estate Agent - relocation to Dubai, United Arab Emirates",11/1/2019,1500,Dubai - United Arab Emirates,both,2 years,Female,,
3982,163049,"Administrations - relocation to Dubai, United Arab Emirates",11/1/2019,0,Dubai - United Arab Emirates,fulltime,2 years,,,English
3981,96983,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",10/31/2019,1800,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
3980,187209,"Barista - relocation to Dubai, United Arab Emirates",10/31/2019,1000,Dubai ,fulltime,,,,
3979,188502,"Sales - relocation to Dubai, United Arab Emirates",10/31/2019,1000,Al Ain - Abu Dhabi - United Arab Emirates,fulltime,,Female,,Arabic
3978,187209,"Club Manager - relocation to Dubai, United Arab Emirates",10/31/2019,4900,Dubai ,fulltime, 4 years,,,English
3977,188410,"Brand ambassador - relocation to Dubai, United Arab Emirates",10/31/2019,1900,Dubai - United Arab Emirates,both,1 year,Female,,English
3976,188384,"Sales - relocation to Dubai, United Arab Emirates",10/30/2019,1225,Dubai - United Arab Emirates,parttime,2 years,,,Arabic
3975,96715,"Sommelier - relocation to Dubai, United Arab Emirates",10/30/2019,1000,Dubai - United Arab Emirates,fulltime,,,,
3973,183357,"Runner / Commis - relocation to Dubai, United Arab Emirates",10/30/2019,800,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,
3972,183357,"Personal Assistant - relocation to Dubai, United Arab Emirates",10/30/2019,2000,Dubai - United Arab Emirates,fulltime,,Female,,"Arabic, English, Greek"
3971,183357,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",10/30/2019,2000,Dubai - United Arab Emirates,parttime,,Male/Female,,
3970,183357,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",10/30/2019,2000,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,English
3969,90676,"Fitness Trainer - relocation to Dubai, United Arab Emirates",10/29/2019,2400,Riyadh Saudi Arabia,fulltime,3 years,Female,,English
3968,187209,"Assistant General Manager - relocation to Dubai, United Arab Emirates",10/29/2019,3500,Dubai ,fulltime,,,,English
3967,187209,"Mixologist - relocation to Dubai, United Arab Emirates",10/29/2019,2000,Abu Dhabi ,fulltime,3 years,,,English
3966,123332,"Model - relocation to Dubai, United Arab Emirates",10/28/2019,500,Dubai - United Arab Emirates,parttime,,Female,,
3964,179939,"HR Officer - relocation to Dubai, United Arab Emirates",10/28/2019,817,Dubai - United Arab Emirates,fulltime,,Male/Female,,
3963,162327,"Host/Hostess - relocation to Dubai, United Arab Emirates",10/28/2019,0,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,"Burmese, Chinese, Simplified, Chinese, Traditional, English, Korean, Thai"
3962,165181,"Administrations - relocation to Dubai, United Arab Emirates",10/28/2019,1500,Dubai - United Arab Emirates,fulltime,2 years,Female,,"English, Portuguese, Brazil"
3961,148201,"Front Of The House Manager - relocation to Dubai, United Arab Emirates",10/28/2019,4500,Dubai - United Arab Emirates,fulltime,5+ years,,,
